Time (s),W,X,Y,Z
15.529880524,0.9794287,-0.005871055,-0.0188753,0.1922407
15.549626350,0.979527,-0.005896006,-0.018806,0.1917449
15.569372654,0.9795634,-0.006095884,-0.01893877,0.1915401
15.589118481,0.979586,-0.006509109,-0.01921208,0.1913829
15.608864307,0.9795883,-0.006851059,-0.01978328,0.1913013
15.628610611,0.9796025,-0.007068059,-0.02023592,0.1911734
15.648352146,0.9796702,-0.00697952,-0.02027282,0.1908251
15.668098926,0.9797788,-0.006753074,-0.02032869,0.1902693
15.687844753,0.9798952,-0.006467154,-0.02054587,0.189655
15.707593441,0.9799824,-0.006280042,-0.02069309,0.1891948
15.729804993,0.9800506,-0.006225273,-0.02066049,0.1888464
15.749550819,0.9801394,-0.006086331,-0.02039256,0.1884185
15.769297600,0.9802812,-0.005802937,-0.02036422,0.1876914
15.789043426,0.9804278,-0.005835591,-0.02045441,0.1869131
15.808789253,0.9806403,-0.005487022,-0.02021668,0.185832
15.828535557,0.980774,-0.005556675,-0.02012607,0.1851325
15.848277569,0.9809085,-0.005559402,-0.02006646,0.1844253
15.868023396,0.9810206,-0.005876416,-0.02016126,0.1838077
15.887769222,0.9811694,-0.006024505,-0.02002097,0.1830221
15.907515049,0.9812906,-0.005978989,-0.01993646,0.1823818
15.929729938,0.9813702,-0.006272753,-0.01965779,0.1819735
15.949475765,0.9814756,-0.006376678,-0.01951538,0.1814165
15.969221592,0.9815863,-0.006613772,-0.01918377,0.1808436
15.988967896,0.9816243,-0.006765108,-0.01921409,0.1806278
16.008714199,0.9816387,-0.006634315,-0.01927342,0.1805489
16.028460502,0.9816452,-0.006596212,-0.01950188,0.1804898
16.048202514,0.9817311,-0.006366901,-0.01911823,0.1800717
16.067948341,0.9818531,-0.00629385,-0.01901978,0.179418
16.087694168,0.9820001,-0.006266803,-0.01886844,0.1786289
16.107439995,0.9821281,-0.006242736,-0.0189262,0.1779179
16.129658222,0.982357,-0.005602345,-0.01917135,0.1766452
16.149400711,0.982513,-0.005490886,-0.0190779,0.1757898
16.169147014,0.9825944,-0.005850687,-0.01889239,0.1753421
16.188892841,0.9826527,-0.006202298,-0.01917013,0.1749722
16.208638668,0.9826865,-0.006564029,-0.01925934,0.1747596
16.228384495,0.9827474,-0.006647336,-0.01926408,0.1744137
16.248127460,0.9829088,-0.006159621,-0.01891087,0.1735578
16.267873287,0.9830577,-0.005805848,-0.01857344,0.1727612
16.287619114,0.9831398,-0.005967841,-0.01860237,0.1722848
16.309833050,0.9832752,-0.005909816,-0.0189474,0.1714745
16.329579830,0.9833904,-0.006021251,-0.01884068,0.1708214
16.349325657,0.983552,-0.005846623,-0.01863499,0.169917
16.369071960,0.9837192,-0.005689756,-0.0186281,0.1689524
16.388817787,0.9838775,-0.005731929,-0.01861922,0.1680274
16.408563614,0.9840072,-0.006134484,-0.01877495,0.1672346
16.428309440,0.9841247,-0.006596623,-0.01912902,0.1664835
16.448051453,0.98423,-0.006995572,-0.01909372,0.1658475
16.467797756,0.9843337,-0.006928605,-0.01913638,0.165229
16.487544060,0.984402,-0.007086381,-0.01906138,0.1648241
16.509757995,0.984544,-0.007019451,-0.01889795,0.1639955
16.529504299,0.9846357,-0.007304805,-0.01900858,0.163419
16.549250126,0.984769,-0.007265032,-0.01928058,0.1625823
16.568996906,0.984889,-0.007383884,-0.01913415,0.1618664
16.588742733,0.9850494,-0.007091843,-0.01889553,0.1609282
16.608488560,0.985193,-0.006860421,-0.01903156,0.1600409
16.628234863,0.9853019,-0.006980214,-0.01922698,0.1593406
16.647976398,0.9854285,-0.007154675,-0.01894163,0.1585822
16.667722702,0.9855934,-0.006979663,-0.01875066,0.1575849
16.687469006,0.9857289,-0.007097638,-0.01835114,0.1567778
16.709682941,0.9858893,-0.006984815,-0.01807203,0.1558029
16.729429245,0.9860044,-0.006855476,-0.01825744,0.1550575
16.749175072,0.9860745,-0.007057818,-0.01815342,0.1546132
