Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.273911476,-0.1262764,0.02626221,-0.1845449,-0.03601923,-0.002764387,1.012463,20.76009,13.30546,-40.72247,1028.319
0.276379108,-0.003107652,0.3202077,-0.1232488,-0.03611954,-0.001855286,1.009094,20.76009,13.30546,-40.72247,1028.319
0.278847694,0.1200224,0.5552702,-0.06197198,-0.04097585,0.001030874,1.012092,20.76009,13.30546,-40.72247,1028.319
0.281315803,-0.003144369,0.02597891,0.06052374,-0.04062591,-0.0005162563,1.005834,20.76009,13.30546,-40.72247,1028.319
0.283783912,-0.1262725,0.02597074,0.1217429,-0.03854928,-0.002850136,1.009159,20.76009,13.30546,-40.72247,1028.319
0.286252498,0.05846082,0.2611256,0.06046648,-0.0455155,0.0003986135,1.006435,20.76009,13.30546,-40.72247,1028.319
0.288720608,0.1815715,0.2610436,0.06044748,-0.04604303,0.001342134,1.005482,20.76009,13.30546,-40.72247,1028.319
0.291188717,0.11995,0.02579853,0.06042849,-0.04015834,0.000937866,1.005816,20.76009,13.30546,-40.72247,1028.319
0.293657303,-0.003216818,-0.03300034,0.1216476,-0.03705286,-0.005737089,1.008652,20.76009,13.30546,-40.72247,1028.319
0.296125412,-0.06478034,0.3785453,0.1216094,-0.03691244,-0.001746166,1.016331,20.76009,13.30546,-40.72247,1028.319
0.298593044,0.05836909,0.1432634,0.1215712,-0.04006097,-0.008258576,1.004408,20.76009,13.30546,-40.72247,1028.319
0.301062107,-0.06477833,-0.2095262,0.121533,-0.03722314,-0.01023493,0.9995319,20.76009,13.30546,-40.72247,1028.318
0.303529739,-0.06475797,-0.09187882,0.1214948,-0.03224261,-0.003779622,1.006597,20.74837,13.6607,-41.11972,1028.318
0.305997848,-0.06473763,0.1433131,0.2439329,-0.03511555,-0.002800994,1.009553,20.74837,13.6607,-41.11972,1028.318
0.308466434,0.1199763,0.3784311,0.2438563,-0.03284035,-0.004831567,1.001805,20.74837,13.6607,-41.11972,1028.318
0.310934543,0.05837409,0.2607307,0.3050178,-0.04153802,-0.005846309,1.005398,20.74837,13.6607,-41.11972,1028.318
0.313402653,-0.1263379,0.201858,0.1212076,-0.03858756,-0.008723719,1.004372,20.74837,13.6607,-41.11972,1028.318
0.315871239,0.05839545,0.1430038,0.2436458,-0.03336606,-0.004861608,1.000375,20.74837,13.6607,-41.11972,1028.318
0.318339825,0.0583771,0.1429589,0.2435692,-0.03323978,9.481609E-05,1.00805,20.74837,13.6607,-41.11972,1028.318
0.320806980,-0.1263349,0.2017048,0.2434927,-0.03684198,-0.005425727,0.9980588,20.74837,13.6607,-41.11972,1028.318
0.323276043,-0.06473061,0.1428506,0.3046544,-0.03621962,-0.004357671,1.003813,20.74837,13.6607,-41.11972,1028.318
0.325743675,-0.003145739,0.1428057,0.3657967,-0.03419406,-0.005750218,1.005692,20.74837,13.6607,-41.11972,1028.318
0.328211784,-0.06470929,0.3191332,0.3656818,-0.02878059,-0.005661486,1.006999,20.74837,13.6607,-41.11972,1028.318
0.330680370,-0.06468897,0.0250791,0.365567,-0.03251209,0.001892531,0.9993629,20.74837,13.6607,-41.11972,1028.318
0.333148479,-0.003104106,0.02507122,0.4879283,-0.03786719,-0.00303177,0.9975938,20.74837,13.6607,-41.11972,1028.318
0.335616588,-0.06466767,0.2014356,0.6102513,-0.02885652,-0.001324784,1.006502,20.74837,13.6607,-41.11972,1028.318
0.338085174,-0.06464736,0.2013723,0.5488214,-0.0318366,-0.002365788,1.004175,20.74837,13.6607,-41.11972,1028.318
0.340553284,-0.06462705,0.1425183,0.6098872,-0.0352651,-0.001924118,1.00426,20.74837,13.6607,-41.11972,1028.32
0.343020916,-0.1877358,0.3776366,0.5484574,-0.03859305,-0.005803039,1.005804,20.74837,13.6607,-41.11972,1028.32
0.345489979,0.1201459,-0.0340174,0.487047,-0.03378463,-0.002872016,1.004227,20.74837,13.6607,-41.11972,1028.32
0.347957611,-0.003020972,0.02478404,0.5481322,-0.0347289,-0.0009124614,1.006649,20.74837,13.6607,-41.11972,1028.32
0.350425720,-0.1877137,0.3187301,0.5479599,-0.03661173,-0.003325524,1.00815,20.74837,13.6607,-41.11972,1028.32
0.352894306,0.0586035,0.3186299,0.6090259,-0.0351682,-0.004297588,1.006674,21.12201,13.66533,-41.12222,1028.32
0.355362415,-0.06454399,0.08336677,0.5475965,-0.03502731,-0.007129638,1.010531,21.12201,13.66533,-41.12222,1028.32
0.357830524,0.05860536,0.4360851,0.6699007,-0.03906792,-0.003362926,1.007731,21.12201,13.66533,-41.12222,1028.32
0.360299110,-0.06454213,0.4947389,0.547214,-0.0351331,-0.003299858,1.008593,21.12201,13.66533,-41.12222,1028.32
0.362767219,-0.06452185,0.3770019,0.5470421,-0.03226016,-0.00427849,1.005637,21.12201,13.66533,-41.12222,1028.32
0.365235329,-0.002937049,0.2005112,0.6693465,-0.02934394,0.004518758,1.009858,21.12201,13.66533,-41.12222,1028.32
0.367703914,-0.06450066,0.3180298,0.6691362,-0.03131088,-0.002335748,1.005605,21.12201,13.66533,-41.12222,1028.32
0.370171547,-0.002915859,0.1415576,0.6689259,-0.03317617,-0.004249943,1.008067,21.12201,13.66533,-41.12222,1028.32
0.372639656,0.05864958,-0.03485918,0.6074777,-0.03173287,-0.001810521,1.008501,21.12201,13.66533,-41.12222,1028.32
0.375108242,0.05863115,0.2591056,0.4848106,-0.03315543,0.001124777,1.011894,21.12201,13.66533,-41.12222,1028.32
0.377576351,-0.002951801,0.1414426,0.5458964,-0.03289349,0.000494808,1.002747,21.12201,13.66533,-41.12222,1028.32
0.380044460,-0.06451541,0.02381669,0.6682011,-0.02923267,-0.0022317,1.010364,21.12201,13.66533,-41.12222,1028.32
0.384981155,-0.1260394,0.317774,0.6678006,-0.03229733,-0.0008911751,1.006106,21.12201,13.66533,-41.12222,1028.317
0.387449264,-0.1259999,0.4352557,0.7900671,-0.02652184,0.00106997,1.003545,21.12201,13.66533,-41.12222,1028.317
0.389917850,-0.06439571,0.0823744,0.6061045,-0.02393706,-0.001732729,1.007341,21.12201,13.66533,-41.12222,1028.317
0.392385959,-0.06437548,0.1411393,0.4834378,-0.03036343,0.0005805548,1.006051,21.12201,13.66533,-41.12222,1028.317
0.394853592,-0.002790719,0.1998857,0.5445241,-0.02970914,-0.002229512,1.010858,21.12201,13.66533,-41.12222,1028.317
0.397322178,-0.1874835,0.02345061,0.6055912,-0.0263506,-0.008078126,1.005022,21.12201,13.66533,-41.12222,1028.317
0.399790287,-0.12586,0.08223402,0.666639,-0.02306665,-0.003740625,1.002034,21.12201,13.66533,-41.12222,1028.317
0.402258396,-0.06425594,0.3173712,0.6051915,-0.03078859,-0.003770072,1.006079,21.13374,13.31009,-40.72496,1028.317
0.404726982,-0.002671212,0.3760623,0.6050013,-0.03141643,-0.001917452,1.001757,21.13374,13.31009,-40.72496,1028.317
0.407195091,-0.06423491,0.1407811,0.4210969,-0.03275259,-0.00233724,1.006604,21.13374,13.31009,-40.72496,1028.317
0.409663677,-0.06421474,0.02315535,0.4822027,-0.02787348,-0.004233725,1.005045,21.13374,13.31009,-40.72496,1028.317
0.412131786,0.05893451,-0.2708057,0.6045275,-0.02859799,-0.003419122,0.9963983,21.13374,13.31009,-40.72496,1028.317
0.414599895,0.05891599,0.02323315,0.4206232,-0.02690324,-0.000327751,1.006929,21.13374,13.31009,-40.72496,1028.317
0.417067528,-0.002667055,0.2583889,0.4817292,-0.01911792,-0.001231575,1.004811,21.13374,13.31009,-40.72496,1028.317
0.419536114,-0.06423075,0.02314466,0.6652922,-0.02156681,-0.005163215,1.002483,21.13374,13.31009,-40.72496,1028.317
0.422004223,-0.002646044,0.08192816,0.6038451,-0.02018006,0.00113821,1.002903,21.13374,13.31009,-40.72496,1028.321
0.424472332,-0.06420974,0.08190242,0.5424173,-0.0182865,0.001121402,1.000449,21.13374,13.31009,-40.72496,1028.321
0.426940918,-0.06418957,0.08187669,0.5422469,-0.01865377,-0.001241822,1.003837,21.13374,13.31009,-40.72496,1028.321
0.429409027,-0.002604872,-0.1533121,0.4808384,-0.01767097,-0.0007392764,1.004291,21.13374,13.31009,-40.72496,1028.321
0.431877136,-0.06416859,-0.1532639,0.5419254,-0.01870277,-0.004685536,1.000003,21.13374,13.31009,-40.72496,1028.321
0.434341431,0.05898064,-0.03563425,0.7254695,-0.02304386,-0.002750954,1.003473,21.13374,13.31009,-40.72496,1028.321
0.436809540,-0.002602413,-0.3295768,0.5415273,-0.01910378,-0.002197077,1.004815,21.13374,13.31009,-40.72496,1028.321
0.439277649,-0.002601594,-0.2118918,0.6025953,-0.02101123,-0.004626254,1.005354,21.13374,13.31009,-40.72496,1028.321
0.441746235,0.05896376,0.08212856,0.6636441,-0.0182213,-0.0007854309,1.001899,21.13374,13.31009,-40.72496,1028.321
0.444214344,-0.1257484,-0.03547877,0.6634356,-0.0197738,-0.0008594375,0.9985704,21.13374,13.31009,-40.72496,1028.321
0.446682453,-0.06414433,-0.09425837,0.6632272,-0.01828261,-0.004237203,0.997584,21.13374,13.31009,-40.72496,1028.321
0.449151039,-0.002559647,-0.1530195,0.6630188,-0.02199585,-0.004155239,1.005377,21.13374,13.31009,-40.72496,1028.321
0.451619148,-0.06412338,-0.09418069,0.7240486,-0.02435722,-0.002181066,1.009759,21.12757,13.29452,-41.5064,1028.321
0.454086780,-0.002538696,0.02343041,0.7238212,-0.02631756,-0.002695352,1.00933,21.12757,13.29452,-41.5064,1028.321
0.456555843,-0.06410243,-0.21174,0.7235938,-0.0216286,-0.001792016,1.00199,21.12757,13.29452,-41.5064,1028.321
0.459023476,0.05904678,-0.2704642,0.7233664,-0.02290503,-0.001197957,1.009719,21.12757,13.29452,-41.5064,1028.321
