Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.454521656,0.3175357,-2.688163,-0.566747,0.6519531,-0.2976707,-0.7163553,-35.50235,23.85833,15.52468,1029.036
0.456985950,0.5639695,-2.747236,-0.5056744,0.6495366,-0.3039817,-0.7245616,-35.50235,23.85833,15.52468,1029.036
0.459445476,0.3791441,-2.688163,-0.5056744,0.651527,-0.3049724,-0.7212315,-34.76922,23.84649,15.52729,1029.036
0.461909771,0.5639695,-2.570016,-0.3835292,0.6514602,-0.3010416,-0.7235855,-34.76922,23.84649,15.52729,1029.036
0.464373588,0.5639695,-2.629089,-0.5056744,0.6534598,-0.3034883,-0.7217113,-34.76922,23.84649,15.52729,1029.036
0.466837406,0.6871864,-2.45187,-0.4446018,0.6456562,-0.3011521,-0.7144211,-34.76922,23.84649,15.52729,1029.036
0.469301700,0.5639695,-2.274651,-0.6278196,0.6489972,-0.3005544,-0.7254779,-34.76922,23.84649,15.52729,1029.036
0.471765518,0.5023611,-2.45187,-0.6888922,0.652441,-0.3010387,-0.7231142,-34.76922,23.84649,15.52729,1029.036
0.474233150,0.4407526,-2.45187,-0.6888922,0.6539171,-0.3010398,-0.7216876,-34.76922,23.84649,15.52729,1029.036
0.476693630,0.5023611,-2.510943,-0.6278196,0.6550347,-0.307939,-0.7140985,-34.76922,23.84649,15.52729,1029.036
0.479157448,0.5023611,-2.45187,-0.5056744,0.6505185,-0.3001258,-0.7163705,-34.76922,23.84649,15.52729,1029.036
0.481621742,0.5639695,-2.45187,-0.4446018,0.6475573,-0.298186,-0.716803,-34.76922,23.84649,15.52729,1029.036
0.484085560,0.4407526,-2.510943,-0.3835292,0.6485534,-0.3010913,-0.7197228,-34.76922,23.84649,15.52729,1029.036
0.489013672,0.4407526,-2.392797,-0.4446018,0.6525207,-0.3049843,-0.7188413,-34.76922,23.84649,15.52729,1029.036
0.491477489,0.5639695,-2.392797,-0.566747,0.6482418,-0.3143059,-0.7189093,-34.76922,23.84649,15.52729,1029.036
0.493941307,0.5023611,-2.274651,-0.3224566,0.6461568,-0.3054981,-0.7211911,-34.76922,23.84649,15.52729,1029.036
0.496405601,0.5023611,-2.333724,-0.3224566,0.6495534,-0.3015922,-0.7173382,-34.76922,23.84649,15.52729,1029.036
0.498869419,0.5639695,-2.274651,-0.6888922,0.64762,-0.3050027,-0.7207184,-34.76922,23.84649,15.52729,1029.036
0.501333237,0.5023611,-2.215578,-0.6888922,0.648154,-0.3050514,-0.7140067,-34.76922,23.84649,15.52729,1029.036
0.503797531,0.7487949,-2.156504,-0.5056744,0.6437447,-0.3069967,-0.7192681,-34.76922,23.84649,15.52729,1029.036
