Time (s),X (g),Y (g),Z (g)
0.256633758,-0.01115519,0.01109456,0.0172567
0.259101868,-0.0140235,0.01216866,0.006419104
0.261569977,-0.004855991,0.01324775,0.01940322
0.264038563,-0.006911749,0.003719361,0.02165636
0.266506672,-0.01102335,0.005318415,0.02237492
0.268974781,-0.01076125,0.009472425,0.01050675
0.271443367,-0.005403041,0.007026233,0.00970914
0.273911476,-0.005879669,0.003533898,0.0196938
0.276379108,-0.005517626,0.004365366,0.01634923
0.278847694,-0.007780376,0.009372445,0.01945853
0.281315803,-0.00850572,0.007975493,0.01323883
0.283783912,-0.008014675,0.004840706,0.01648676
0.286252498,-0.01195119,0.01141381,0.01397478
0.288720608,-0.01185883,0.0124536,0.01304297
0.291188717,-0.007244239,0.008791102,0.01320595
0.293657303,-0.008360991,0.001529574,0.01594704
0.296125412,-0.005792979,0.004596471,0.02355905
0.298593044,-0.01230755,0.001181072,0.01182614
0.301062107,-0.01120306,-0.001949441,0.006907972
0.303529739,-0.003318674,0.0004565233,0.0137651
0.305997848,-0.005039029,0.002819156,0.01678011
0.308466434,-0.004490497,-2.488318E-05,0.009026374
0.310934543,-0.01207978,0.003948318,0.01284725
0.313402653,-0.01127552,-5.247357E-05,0.01175072
0.315871239,-0.004918438,0.0002399919,0.00762164
0.318339825,-0.001836128,0.004109123,0.01522788
0.320806980,-0.008117916,0.001738284,0.005424697
0.323276043,-0.006848611,0.002175569,0.01111744
0.325743675,-0.005908843,-0.0001333738,0.01292788
0.328211784,-0.001372049,-0.003112795,0.01406757
0.330680370,-0.000385876,0.00527572,0.006577874
0.333148479,-0.007573958,0.00425151,0.004987858
0.335616588,0.001005159,0.0004670121,0.01356651
0.338085174,-0.002070463,0.001310675,0.0113458
0.340553284,-0.004620489,0.003583037,0.01152881
0.343020916,-0.009456683,0.002234708,0.01316713
0.345489979,-0.003909092,0.001957978,0.01145477
0.347957611,-0.003518431,0.004048816,0.01388244
0.350425720,-0.006354303,0.003093002,0.01543325
0.352894306,-0.005736326,0.001493172,0.01392778
0.355362415,-0.007098001,-0.0009639063,0.01776008
0.357830524,-0.008347028,0.004407801,0.01508954
0.360299110,-0.005037404,0.002225375,0.01583061
0.362767219,-0.003286155,-0.000152148,0.0128143
0.365235329,0.004147059,0.005352085,0.01689987
0.370171547,-0.003934116,0.0003167895,0.01525307
0.372639656,-0.001373066,0.001497748,0.01563693
0.375108242,-0.0007995751,0.004633684,0.01903984
0.377576351,-0.001164747,0.004089686,0.009952407
0.380044460,0.0005052748,-0.000309199,0.01741453
0.382513046,0.000163273,0.002305162,0.02132665
0.384981155,-0.001350468,0.002556959,0.01327291
0.387449264,0.004433779,0.0009587028,0.01055724
0.389917850,0.005078159,-0.002838755,0.01425627
0.392385959,0.001074763,0.002670866,0.01315875
0.394853592,0.0001660282,-7.786948E-05,0.01791802
0.397322178,-0.0004993604,-0.006652337,0.01203902
0.399790287,0.004549285,-0.004874194,0.008966306
0.402258396,-0.001684534,-0.0006367656,0.01320928
0.404726982,-0.001257469,0.001285894,0.008931991
0.407195091,-0.002455723,0.001612941,0.01378469
0.409663677,0.0004467713,-0.002645921,0.0120976
0.412131786,7.611508E-05,-0.001437528,0.003532702
0.414599895,0.003462479,-6.105955E-06,0.0139312
0.417067528,0.009288117,-0.005070678,0.01160182
0.419536114,0.005013182,-0.006875173,0.009371022
0.422004223,0.00968189,-0.002480503,0.009733304
0.424472332,0.01115429,-0.003509992,0.007242091
0.426940918,0.009608616,-0.005281343,0.01062151
0.429409027,0.01068957,-0.005408689,0.01104225
0.431877136,0.007510822,-0.007983817,0.00682451
0.434341431,0.005110228,-0.004008221,0.01039277
0.436809540,0.008666011,-0.005756031,0.01160857
0.439277649,0.005739739,-0.00667021,0.01220552
0.441746235,0.01008065,-0.005019264,0.008685316
0.444214344,0.008671066,-0.004148209,0.00542582
0.446682453,0.007968238,-0.007719312,0.004411471
0.449151039,0.005152042,-0.005670217,0.01225626
0.451619148,0.004421874,-0.002780366,0.0166719
0.454086780,0.002511249,-0.002096256,0.01630377
0.456555843,0.006665499,-0.003854617,0.008877659
0.459023476,0.006127029,-0.002753451,0.01658679
0.461491585,0.0005610342,-0.003746699,0.01300515
0.463960171,0.0003448886,-0.003511874,0.01637043
0.466428280,0.004156237,-0.005484082,0.01469843
0.468896389,0.001876374,-0.008619376,0.01185792
0.471364975,0.002889461,-0.00572348,0.01618824
0.473833084,0.003807212,-0.001715332,0.01672278
0.476300716,0.002605982,-0.0002847162,0.01968852
0.478769779,-0.003242316,-0.001834293,0.008449202
0.481237411,0.003261126,-0.00217608,0.004773377
0.483705521,0.002104217,-0.003579266,0.01005823
0.486174106,0.00213328,-0.00656366,0.005195582
0.488642216,0.001605873,-0.002784429,0.003880403
0.491110325,0.0007895348,-0.007733123,0.01480083
0.493578911,0.002061642,-0.006799702,0.01619755
0.496047020,0.001513021,-0.001290487,0.0149266
0.498514652,0.007335778,-0.005861772,0.007828017
0.500983715,0.004124424,-0.004970648,0.003698398
0.503451347,0.0005383719,-0.004760326,0.009142091
0.505919456,0.002383917,-0.002573146,0.006713861
0.508388042,0.001850247,-0.006813207,0.006153861
0.510856151,0.007467328,-0.01333765,0.007151154
0.513324737,0.008223054,-0.01209014,0.006666237
0.515792847,0.002591257,-0.007226143,0.005625169
0.518260956,0.002646395,-0.01287022,0.01026615
0.520729065,0.0006051259,-0.01541401,0.01412978
0.523197651,0.002431611,-0.01036788,0.009858002
0.525665283,0.003259398,-0.01197464,0.01264758
0.528133392,-0.0005544558,-0.01340839,0.01375402
0.530601978,-0.004589396,-0.01698363,0.01529662
0.533070087,-0.00514786,-0.01473713,0.02016403
0.535538673,-0.00355697,-0.01575211,0.01958282
0.538006782,-0.007181333,-0.01866416,0.011553
0.540474892,-0.003024192,-0.01675632,0.01187599
0.542943001,-0.002569784,-0.0168242,0.01998647
0.545416355,-0.003289196,-0.01690555,0.0190625
0.547879219,0.0003312433,-0.01250978,0.01277225
0.550348282,0.00146094,-0.01089483,0.01419144
0.552815914,-0.0008649891,-0.0103895,0.01814465
0.555284023,0.005758775,-0.009646604,0.0144902
0.557752132,0.006318549,-0.00255979,0.01415669
0.562688827,0.009676263,-0.003151465,0.009670771
0.565157413,0.0111957,-0.001195479,0.01347191
0.567625523,0.008630674,-0.002380997,0.0130889
0.570093632,0.01293322,0.01422167,0.01040993
0.572562218,0.01814925,0.009639335,0.01195961
0.575029850,0.02032927,0.008234476,0.0151693
0.577497959,0.01889584,0.01252569,0.01247185
0.579966545,0.02252411,0.01309037,0.01805201
0.582434654,0.01982772,0.01016985,0.0152405
0.584902763,0.02276667,0.008717725,0.01267053
0.587371349,0.02406415,0.0165174,0.01662603
0.589839458,0.0264495,0.02007803,0.01755556
0.592307568,0.0242685,0.01291938,0.02083514
0.594779491,0.02249975,0.01508319,0.01666794
0.597244263,0.01882883,0.01069856,0.02247965
0.599711895,0.02283289,0.01193593,0.01801074
0.602180481,0.01505988,0.01761621,0.01996118
0.604648590,0.01496648,0.01932865,0.01905211
0.607116699,0.01517952,0.01622677,0.01753166
0.609585285,0.01059955,0.01851105,0.01302577
0.612053394,0.01217358,0.02258662,0.01353156
0.614521503,0.01304919,0.02087257,0.01679934
0.616990089,0.006445026,0.01317221,0.0193205
0.619458198,0.001740277,0.01785854,0.01535954
0.621925831,0.003782565,0.0215016,0.00961215
0.624394417,0.006988233,0.0160219,0.01554213
0.626862526,0.006378969,0.01519264,0.01411742
0.629330635,0.003485584,0.01639465,0.0104617
0.631799221,0.002845295,0.01574072,0.01574144
0.634263515,-0.005195793,0.01520412,0.01324575
0.636731148,0.0001915363,0.0121294,0.01051775
0.639199734,-0.005247658,0.009957153,0.01120401
0.641667843,-0.007398217,0.006742388,0.01027046
0.644135952,-0.00437222,-0.0003802535,0.01233727
0.646604538,-0.003177088,0.002909988,0.01523427
0.649072647,-0.01170804,-0.003592959,0.01213187
0.651540756,-0.008761647,-0.007216395,0.01333466
0.654009342,-0.01091261,-0.01275086,0.009470332
0.656477451,-0.01498211,-0.008793275,0.0140744
0.658945084,-0.01684111,-0.01219902,0.01072981
0.661414146,-0.01944776,-0.0116118,0.009436067
0.663881779,-0.01737495,-0.01812184,0.008693743
0.666349888,-0.01726686,-0.01527893,0.0082839
0.668818474,-0.01761392,-0.0126325,0.01171885
0.671286583,-0.01251498,-0.0143112,0.008559439
0.673754692,-0.01479362,-0.0150731,0.008172472
0.676223278,-0.01727431,-0.01326089,0.0140824
0.678691387,-0.01825934,-0.01138072,0.01561404
0.681159019,-0.01440095,-0.01287389,0.009647775
0.683630466,-0.01737243,-0.007945431,0.01230924
0.686095714,-0.01315513,-0.004983498,0.01122243
0.688563824,-0.0122583,-0.005520426,0.01260174
0.691032410,-0.01158577,-0.001913661,0.01313847
0.693500519,-0.01749035,-0.00266132,0.01005822
0.695968628,-0.01496839,-0.0001898965,0.01430635
0.698437214,-0.01045206,-0.0003158166,0.01312792
0.700905323,-0.00939779,0.004123145,0.01127399
0.703372955,-0.01388191,0.001415944,0.01429609
0.705842018,-0.009700712,0.002633657,0.01221021
0.708309650,-0.007300636,0.004489975,0.01214093
0.710777759,-0.009100829,0.003400018,0.01315906
0.713246345,-0.006556097,0.002846462,0.01254511
0.715714455,-0.007289217,0.0005276207,0.01539481
0.718182564,-0.005433684,-0.001859249,0.01428808
0.720651150,-0.008132054,0.002183771,0.01212894
0.723119259,-0.001896619,0.0009411628,0.0127525
0.725587368,-0.004320119,-0.0002842908,0.01475395
0.728055954,-0.006585232,-0.003433471,0.01191398
0.730524540,0.001113391,0.003589574,0.01410875
0.732991695,0.0008340151,-0.0002859431,0.01306806
0.735460281,-0.005913649,-0.005515823,0.01613672
0.737928390,-0.00113512,-0.0008375761,0.00645118
0.740396500,-0.001972358,0.0003400475,0.008435834
0.742865086,-8.544046E-05,-0.003801944,0.007761123
0.745333195,-0.002076386,-0.005295936,0.01021306
0.747801304,-0.006096445,-0.003704951,0.01284172
0.750269890,-0.0004653372,-0.001310913,0.003536115
0.752737522,0.002862966,-0.002211329,0.01004998
0.757674217,0.003366965,0.002849227,0.02020169
0.760142326,-0.0002434169,0.006174754,0.01136983
0.762610435,0.0004286879,-0.002366549,0.009687579
0.765079021,0.005625323,0.006285274,0.01060931
0.767547131,0.002690329,0.001414917,0.01493632
0.770015240,0.006813018,0.001532907,0.01425987
0.772485733,0.00834222,-6.846589E-06,0.01749629
0.774951935,0.00730915,0.001207561,0.01614174
0.777419567,0.003799338,0.001052875,0.008652492
0.779888153,0.004021206,-0.0007440844,0.01242448
0.782356262,0.009116462,-0.0007267037,0.01026205
0.784824371,0.007442251,0.002253321,0.0171173
0.787292957,0.008854789,0.005780965,0.01187473
0.789761066,0.01498526,0.004545774,0.01106702
0.792229176,0.009615256,-0.002173855,0.01498555
0.794697761,0.007261119,-0.0001113728,0.01180207
0.797165871,0.008687859,0.002006277,0.02087855
0.799633503,0.01360815,0.0009490037,0.01774174
0.802102566,0.01437258,-0.003516512,0.02141845
0.804570198,0.01294392,-0.003287388,0.01527251
0.807038307,0.01242055,-0.002354697,0.01579969
0.809506893,0.01737375,-0.001043213,0.01607081
0.811975002,0.01069201,-0.008021176,0.02052422
0.814443111,0.0108077,-0.007576816,0.01813672
0.816911697,0.01331143,-0.006371136,0.01756711
0.819379806,0.009287008,-0.007139871,0.01774129
0.821847439,0.006359671,-0.006956973,0.01597315
0.824316502,0.01043276,-0.00918004,0.01189123
0.826784134,0.01428458,-0.01338285,0.0154257
0.829252243,0.009707755,-0.01037091,0.01333052
0.831720829,0.01006354,-0.009346503,0.01764538
0.834185123,0.01192955,-0.01299332,0.01219876
0.836653709,0.01230649,-0.01150192,0.0122173
0.839121819,0.0122848,-0.01257718,0.01410506
0.841589451,0.01452091,-0.01268961,0.02308486
0.844058037,0.01577757,-0.01710651,0.01621343
0.846526146,0.01457812,-0.01060854,0.01260555
0.848994255,0.01552282,-0.01289666,0.01489494
0.851462841,0.0101604,-0.01564049,0.01460647
0.853930950,0.01199122,-0.01389734,0.0164752
0.856400013,0.01585364,-0.01147002,0.006777983
0.858867645,0.01363839,-0.01272018,0.01259614
0.861335754,0.01655999,-0.01460348,0.0143207
0.863803387,0.01674628,-0.01761374,0.01280044
0.866272449,0.0170743,-0.01483659,0.01668163
0.868740082,0.01186684,-0.01259065,0.01268176
0.871208191,0.01354835,-0.01365684,0.0140089
0.873676777,0.01555413,-0.01386717,0.0115137
0.876144886,0.014757,-0.01157266,0.01208743
0.878612995,0.01483343,-0.01220121,0.01111063
0.881081581,0.01962383,-0.01301776,0.0127727
0.883549690,0.01625505,-0.01473349,0.01480622
0.886017323,0.01802101,-0.01188306,0.01335476
0.888486385,0.02113441,-0.01050578,0.01180262
0.890954018,0.02149362,-0.01010183,0.01370839
0.893422127,0.01861556,-0.008820737,0.01052858
0.895890713,0.01971035,-0.002653149,0.00966893
0.898358822,0.01873332,-0.004728217,0.01588555
0.900826931,0.01483027,-0.008527223,0.01263115
0.903295517,0.02048483,-0.007069597,0.01335061
0.905766010,0.01635339,-0.01329895,0.02248888
0.908231258,0.01582702,-0.005107825,0.0121863
0.910700321,0.01794318,-0.007726352,0.008671098
0.913167953,0.01777472,-0.01096129,0.01242789
0.915636063,0.0121061,-0.01282996,0.01648251
0.918109417,0.01585938,-0.01304404,0.01390411
0.920572758,0.01366965,-0.01509343,0.01013218
0.923044205,0.01624249,-0.009780432,0.01396432
0.925509453,0.01382683,-0.01034947,0.01885112
0.927977562,0.01624886,-0.01647615,0.0200216
0.930445671,0.01709062,-0.01635002,0.02285557
0.932914257,0.01391313,-0.01609108,0.01631613
0.935381889,0.01370878,-0.01663355,0.01009225
0.937849998,0.007951128,-0.0156559,0.01039352
0.940318584,0.0151532,-0.01741263,0.01383212
0.942786694,0.01988138,-0.01598606,0.009809549
0.945254803,0.0120283,-0.01994193,0.01009428
0.950191498,0.02290883,-0.0182279,0.01774408
0.952659607,0.01793806,-0.0207822,0.01218134
0.955128193,0.01791245,-0.01726874,0.01274315
0.957596302,0.02484557,-0.02223836,0.01803358
0.960063934,0.02277576,-0.01928248,0.01054685
0.962532520,0.02947604,-0.01617013,0.01125285
0.965000629,0.02796178,-0.02200552,0.01166735
0.967468739,0.02042587,-0.02039105,0.0144605
0.969937325,0.02366715,-0.01509404,0.01155609
0.972405434,0.0233739,-0.01545488,0.01108315
0.974873543,0.0183826,-0.01502067,0.01085451
0.977342129,0.02316668,-0.01469266,0.01015246
0.979810238,0.01830351,-0.01428977,0.01230989
0.982277870,0.01877215,-0.01970901,0.01216198
0.984746456,0.02408129,-0.01009809,0.006862812
0.987214565,0.02311897,-0.009337307,0.01171089
0.989682674,0.0223437,-0.008784823,0.01271638
0.992151260,0.01735147,-0.01119195,0.01433642
0.994623184,0.018098,-0.01121963,0.008557496
0.997087479,0.02309389,-0.004668088,0.01133659
0.999556065,0.02251821,-0.008271129,0.01223839
1.002024174,0.01864671,-0.009729569,0.01239085
1.004491806,0.01443007,-0.01001286,0.003974285
1.006960869,0.02074041,-0.009911084,0.01132823
1.009428501,0.02361467,-0.009381498,0.01502928
1.011896610,0.02112719,-0.01011552,0.01130344
1.014365196,0.01295465,-0.009513146,0.004532388
1.016838074,0.01887355,-0.008064241,0.01002229
1.019301414,0.01553687,-0.00763696,0.008277887
1.021770000,0.02178309,-0.002696137,0.001867929
1.024238110,0.01867144,-0.007977809,0.007160895
1.026706695,0.01076554,-0.009624301,0.009417029
1.029174804,0.012824,-0.001827104,0.008534878
1.031642437,0.02130566,-0.007346009,0.007524225
1.034106731,0.01467634,-0.008715665,0.008768315
1.036575317,0.01388354,-0.007073848,0.007406306
1.039043426,0.01808529,-0.00516481,0.009160385
1.041512012,0.01564101,-0.006564961,0.003504126
1.043980121,0.0132391,-0.008881688,0.007873238
1.046447754,0.01827931,-0.005319228,0.00579652
1.048916340,0.01044392,-0.005455557,0.002818617
1.051384449,0.01191234,-0.008002318,0.006996719
1.053853035,0.01472484,-0.003998501,0.01125555
1.056321144,0.009958449,-0.00211242,0.008653032
1.058789253,0.01234239,-0.004753472,0.009915165
1.061257362,0.01669615,-0.008057728,0.01250381
1.063725948,0.01197238,-0.001183498,0.005224837
1.066194057,0.007680506,-0.0006788785,0.005918341
1.068661690,0.0107575,-0.002730651,0.002854089
1.071130752,0.01087907,0.0007104745,0.006750337
1.073598385,0.01350175,0.0008265325,0.01093304
1.076066494,0.009217061,0.003505668,0.007845743
1.078535080,0.008684088,0.003793807,0.005962784
1.081003189,0.008944419,0.00309705,0.008326317
1.083471298,0.005944926,0.003880742,0.00848473
1.085939884,0.001801251,0.0004351761,0.01530399
1.088407993,-0.001153328,0.001037982,0.008280095
1.090878010,-0.001506727,0.006934595,0.006989475
1.093344688,0.002408304,0.004967892,0.006760119
1.095812320,-0.000700805,0.00749479,0.005526369
1.098280430,-0.001464057,0.01082168,0.00563436
1.100749016,-0.003704143,0.0106123,0.00908516
1.103217125,-0.004332248,0.01044578,0.01006821
1.105685234,-0.002433803,0.009781365,0.01044138
1.108153820,-0.006553953,0.00895162,0.008704207
1.110621929,-0.003888906,0.009966717,0.004292411
1.113089561,-0.003557872,0.01317182,0.004824144
1.115558624,-0.006859122,0.01089951,0.01258596
1.118026256,-0.004942107,0.01305861,0.01206246
1.120494365,-0.001004023,0.01154958,0.007536124
1.122962951,-0.00144059,0.01571519,0.004297808
1.125431061,-0.005423474,0.01547584,0.007830406
1.127899170,-0.008973449,0.01388284,0.01370523
1.130367756,-0.008891835,0.01321182,0.01272952
1.132835865,-0.008583959,0.01467374,0.01179032
1.135303974,-0.008014749,0.0171767,0.01373233
1.137772560,-0.008783004,0.0176549,0.01473707
1.140240192,-0.007510798,0.02182338,0.01046423
1.142708301,-0.005347672,0.01808711,0.009322965
1.147644996,-0.01284587,0.02058442,0.01117031
1.150113106,-0.01062948,0.01575361,0.0128729
1.152581692,-0.01684977,0.01122726,0.01498143
1.155049801,-0.01411224,0.01865632,0.0193241
1.157517910,-0.01404274,0.01687949,0.01976094
1.159986496,-0.01570673,0.01382557,0.01498774
1.162454605,-0.02099802,0.01438952,0.01668716
1.164922237,-0.02097845,0.0171815,0.01579278
1.167390823,-0.01914205,0.01543133,0.01662478
1.169858932,-0.02330157,0.01741734,0.01256148
1.172327041,-0.0280166,0.01313908,0.01747546
1.174795627,-0.0245974,0.01662041,0.01739407
1.177263737,-0.02629188,0.01609388,0.02272847
1.179731846,-0.03068515,0.01594184,0.0181508
1.182203769,-0.03147132,0.01454192,0.01002576
1.184668541,-0.02728762,0.01940231,0.01711693
1.187136173,-0.031048,0.01955566,0.01921635
1.189604759,-0.03134498,0.01394902,0.01575766
1.192072868,-0.03292978,0.01387449,0.01822631
1.194540977,-0.03177059,0.01716045,0.02064229
1.197009563,-0.02344753,0.01558178,0.0120801
1.199477672,-0.02522553,0.01634541,0.02127588
1.201945782,-0.03304652,0.01786744,0.01833775
1.204415798,-0.03205574,0.01617198,0.02256374
1.206882477,-0.02981605,0.01305579,0.02478159
1.209350109,-0.03017293,0.01374582,0.02051122
1.211819172,-0.03248563,0.01808969,0.02120434
1.214286804,-0.02962081,0.01621276,0.02055053
1.216755390,-0.02794812,0.0134004,0.01993025
1.219223499,-0.03293983,0.01356105,0.01156462
1.221691608,-0.0324211,0.01497074,0.01349142
1.224159717,-0.02573884,0.01822733,0.02090774
1.226628303,-0.02842136,0.01854732,0.01052266
1.229096412,-0.03192934,0.01910477,0.01214503
1.231564998,-0.02747656,0.01571297,0.01520737
1.234028816,-0.029455,0.01242633,0.0161868
1.236496925,-0.03386929,0.01464901,0.01406503
1.238965511,-0.03182666,0.01157342,0.01246378
1.241433620,-0.02851957,0.01633441,0.01529245
1.243901729,-0.03168347,0.01476247,0.007756582
1.246370315,-0.03286332,0.0161298,0.01024474
1.248838425,-0.02629899,0.01767439,0.01475468
1.251306057,-0.02619042,0.01415582,0.01467017
1.253775120,-0.02664406,0.01439461,0.01326652
1.256242752,-0.02353595,0.01354214,0.0150147
1.258710861,-0.02532578,0.01741415,0.009937386
1.261179447,-0.02264602,0.01636964,0.01600742
1.263647556,-0.02395743,0.01149889,0.01643606
1.266115665,-0.02780813,0.01215679,0.01185858
1.268584251,-0.02851235,0.01827079,0.01060992
1.271052360,-0.02221172,0.01704576,0.01171437
1.273519993,-0.02311908,0.01300943,0.01022898
1.275989055,-0.0214822,0.01537259,0.01116726
1.278456688,-0.02111725,0.01461561,0.01448391
1.280924797,-0.0217866,0.01099294,0.01251823
1.283393383,-0.01667315,0.01683668,0.01433037
1.285861492,-0.02151421,0.01085596,0.01633671
1.288329601,-0.01941597,0.008235984,0.01138856
1.290798187,-0.01600259,0.01185885,0.01801351
1.293266296,-0.01619372,0.01642421,0.01335483
1.295733929,-0.01566292,0.009648073,0.007900815
1.298202991,-0.01641622,0.008561317,0.0150913
1.300670624,-0.01467374,0.0113687,0.01316534
1.303138733,-0.01851058,0.01030817,0.008544488
1.305611610,-0.01723941,0.007741095,0.008420398
1.308075428,-0.01384672,0.009174229,0.01881993
1.310543537,-0.0125433,0.008793755,0.01492231
1.313012123,-0.01210534,0.006767728,0.01437426
1.315480232,-0.008899797,0.008257111,0.02143455
1.317948341,-0.01204618,0.01172444,0.009237234
1.320416927,-0.008985193,0.007893271,0.004686243
1.322884559,-0.006687055,0.005998452,0.01361963
1.325352669,-0.007998722,0.003330375,0.01074673
1.327821255,-0.003594611,0.001666236,0.01431794
1.330289364,-0.006577433,0.003075479,0.0164154
1.332757473,-0.004008627,0.001906505,0.01386774
1.335226059,-0.006641644,0.003687933,0.01739389
1.340162277,0.0006581343,0.002171243,0.01029905
1.342630863,-0.003758057,-0.002474783,0.006570578
1.345098495,-0.001762775,-0.005993197,0.009732923
1.347566604,-0.0006132313,-0.001587472,0.009789834
1.350035190,0.002708952,0.0001827108,0.007279372
1.352503300,0.006213887,0.005349529,0.009154007
1.354971409,0.003474117,0.0008734982,0.01156745
1.357439995,0.002007404,-0.002833643,0.008195207
1.359908104,0.00411845,-0.004194178,0.009492606
1.362376213,0.001065586,-0.001655029,0.00827309
1.364844799,0.003982924,-0.005267976,0.008993858
1.367312908,0.007056271,0.0001858179,0.01041838
1.369783878,0.006402711,-0.001069849,0.01281087
1.372249126,0.006044655,-0.006162414,0.005041146
1.374717235,0.008754701,-0.007825508,0.009650768
1.377185345,0.009550869,-0.009293355,0.01866592
1.379653931,0.009595322,-0.003801832,0.009233797
1.382125378,0.01330668,-0.005279526,0.0008779156
1.384590626,0.01186317,-0.006303066,0.0157564
1.387058735,0.01153688,-0.0123382,0.0180099
1.389526844,0.01409285,-0.008454584,0.009848303
