Time (s),W,X,Y,Z
6.573989391,-0.888505,0.08101573,-0.1820476,-0.4092449
6.593845367,-0.8998781,0.1100701,-0.1163715,-0.4014833
6.613696575,-0.907966,0.1392551,-0.04816237,-0.3879608
6.633550644,-0.9085284,0.1709854,0.02855865,-0.3757019
6.653403759,-0.9016463,0.2036037,0.10281,-0.3628182
6.673257351,-0.8897527,0.2337139,0.1729128,-0.347054
6.695592880,-0.8704331,0.2649357,0.2489148,-0.3268397
6.715446472,-0.8466802,0.2928314,0.3158616,-0.3069874
6.735300064,-0.8172655,0.3193752,0.3803654,-0.2864019
6.755153656,-0.7833636,0.3441198,0.4421288,-0.2628164
6.775006771,-0.7441831,0.367797,0.5011945,-0.2373779
6.794860840,-0.6998184,0.3904797,0.5569712,-0.2102148
6.814713955,-0.6512063,0.4112914,0.6087147,-0.1812833
6.834568024,-0.5996374,0.4293492,0.6556787,-0.1510199
6.854421139,-0.5453164,0.4449888,0.6979401,-0.1188358
6.874275207,-0.4888882,0.4580472,0.7352329,-0.08509346
6.894128323,-0.430504,0.4684266,0.7676693,-0.05053915
6.913982391,-0.3697191,0.4763033,0.7955149,-0.01504254
6.933835506,-0.3073708,0.4816568,0.8183634,0.0209407
6.953689098,-0.2435916,0.4842283,0.8363507,0.05771493
6.973542690,-0.179793,0.4837914,0.8493573,0.0940205
6.993396282,-0.1161161,0.4794361,0.8581065,0.1301489
7.013252735,-0.0522562,0.4722577,0.8621243,0.1661655
7.035585403,0.01906839,0.4622036,0.86044,0.2056081
7.055439472,0.08138935,0.4487354,0.8552071,0.2392919
7.075292587,0.1424589,0.433808,0.845055,0.2720762
7.095145702,0.2025912,0.4152851,0.8313308,0.3033341
7.114999771,0.2617273,0.3943677,0.8135341,0.3328102
7.134852886,0.3187155,0.3726501,0.7911007,0.3610258
7.154706955,0.3748586,0.3464614,0.7661322,0.3861533
7.174560070,0.4278915,0.320062,0.7367563,0.4102277
7.194414139,0.4786818,0.2916603,0.704528,0.4313533
7.214267254,0.526941,0.2619937,0.6689709,0.4503306
7.234120846,0.5722342,0.2315151,0.6304361,0.4670404
7.253978729,0.6159292,0.198694,0.5890567,0.4804075
7.273828029,0.6550747,0.1667954,0.5436233,0.494123
7.293682098,0.6908342,0.1340902,0.49641,0.5049481
7.313535213,0.7232174,0.1006423,0.4487502,0.5119361
7.333389282,0.7519354,0.06732327,0.4002047,0.51626
7.353242397,0.7784591,0.03261926,0.3495111,0.5171139
7.375577450,0.8033324,-0.005917991,0.2900274,0.5168496
7.395431518,0.822153,-0.04045458,0.2357107,0.5133184
7.415284634,0.8370839,-0.07496791,0.1795973,0.507979
7.435138702,0.8470188,-0.1098289,0.1216351,0.5023236
7.454991817,0.8529266,-0.1449408,0.06193798,0.4942667
7.474845409,0.853427,-0.1799226,0.002397322,0.4857078
7.494699478,0.8511159,-0.2132506,-0.05609011,0.4728713
7.514552593,0.8442913,-0.2466377,-0.1144799,0.4581089
7.534406662,0.8327836,-0.2794569,-0.1722732,0.4419555
7.554259777,0.8174011,-0.3113568,-0.2291984,0.4230934
7.574113846,0.7986143,-0.3416115,-0.2838391,0.4019698
7.593966961,0.7761755,-0.3704691,-0.3376704,0.3780349
7.613821030,0.7490466,-0.3983879,-0.3901611,0.3530128
7.633674145,0.718278,-0.4247584,-0.4401631,0.326406
7.653527737,0.6855493,-0.4478259,-0.4882113,0.2962284
7.673381805,0.6482719,-0.4699735,-0.534038,0.2651401
7.693234920,0.607277,-0.4902683,-0.5776672,0.2319044
7.715570450,0.5570166,-0.5113097,-0.6226718,0.1928785
7.735424042,0.510532,-0.5264274,-0.6590441,0.1565874
7.755277157,0.4612701,-0.5395585,-0.6918312,0.1187579
7.775131226,0.410762,-0.5497293,-0.7205992,0.08022781
7.794984341,0.3587441,-0.5570076,-0.7456677,0.04064741
7.814838409,0.3052069,-0.5616845,-0.7668024,0.0009278412
7.834692478,0.2505222,-0.5628256,-0.7845724,-0.03923793
